id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SCML1	5	0.001863	0.0081445	0.629223	228	4	-0.39939	0.50547	0.6533	1.0	11488	1	-0.39939
EIF3CL	2	0.0018716	0.0036359	0.401537	229	2	-0.7662	0.99813	0.99807	1.0	17876	0	-0.7662
LMBR1	5	0.0018863	0.0082391	0.632905	230	4	-0.35833	0.97275	0.97289	1.0	17402	0	-0.35833
PPP1R14D	5	0.0019064	0.0083238	0.634901	231	4	-0.62116	0.37007	0.53924	1.0	9431	1	-0.62116
ARID1A	5	0.001923	0.0083936	0.637528	232	3	-0.2707	0.9712	0.97136	1.0	17372	0	-0.2707
ESF1	5	0.0019426	0.0084679	0.640465	233	5	-0.65567	0.99806	0.99806	1.0	17874	0	-0.65567
LAMTOR3	4	0.0019548	0.0070142	0.590011	234	4	-0.59415	0.99795	0.99798	1.0	17872	0	-0.59415
HDAC2	5	0.0019659	0.0085603	0.644745	235	5	-0.40572	0.99672	0.99672	1.0	17840	0	-0.40572
PCDHAC1	5	0.0019836	0.0086368	0.647793	236	4	-0.40146	0.97559	0.97578	1.0	17446	0	-0.40146
JADE2	5	0.00202	0.0087941	0.654231	237	5	-0.39649	0.99798	0.99796	1.0	17873	0	-0.39649
ARX	5	0.0020233	0.0088106	0.654231	238	3	-0.52459	0.94233	0.94251	1.0	16854	0	-0.52459
RABIF	5	0.0020494	0.0089151	0.654231	239	3	-0.4597	0.66337	0.75216	1.0	13272	1	-0.4597
COMMD8	5	0.0020527	0.0089244	0.654231	240	4	-0.55298	0.88056	0.88129	1.0	15726	1	-0.55298
CCDC152	5	0.0020952	0.0091032	0.654231	241	3	-3.2484	0.37116	0.5402	1.0	9447	1	-3.2484
CCNB1	5	0.0020958	0.0091054	0.654231	242	5	-0.71405	0.9979	0.99789	1.0	17871	0	-0.71405
TAS2R19	5	0.002097	0.0091092	0.654231	243	5	-0.71648	0.9979	0.99789	1.0	17870	0	-0.71648
TRIP10	5	0.0021061	0.0091494	0.654231	244	3	-0.41988	0.46368	0.61749	1.0	10851	2	-0.41988
TEK	5	0.0021315	0.0092687	0.659472	245	4	-0.55502	0.65162	0.74739	1.0	13181	1	-0.55502
GTF2H4	5	0.002177	0.0094579	0.667657	246	5	-0.92421	0.99777	0.99775	1.0	17869	0	-0.92421
PRRT4	5	0.0021958	0.0095393	0.669627	247	3	-0.35433	0.44356	0.60054	1.0	10529	1	-0.35433
GPR25	5	0.002199	0.0095602	0.669627	248	2	-0.078941	0.26217	0.45182	1.0	7823	2	-0.078941
POLR1C	5	0.002239	0.0097396	0.679542	249	5	-1.4353	0.99772	0.99771	1.0	17868	0	-1.4353
KCNK13	5	0.0022978	0.0099821	0.692102	250	5	-0.43304	0.99768	0.99768	1.0	17867	0	-0.43304
GZF1	5	0.0023097	0.010032	0.692102	251	3	-0.56964	0.23002	0.41726	1.0	7198	2	-0.56964
LZTS2	5	0.0023104	0.010035	0.692102	252	2	-0.10888	0.74304	0.7884	1.0	13951	1	-0.10888
PRKAG2	4	0.0023115	0.0082625	0.632905	253	3	-0.85535	0.82412	0.8236	1.0	14901	1	-0.85535
SYP	5	0.002336	0.01014	0.696678	254	3	-0.49847	0.89365	0.8941	1.0	15955	0	-0.49847
CORO1C	5	0.0023782	0.010318	0.706227	255	4	-0.81415	0.92348	0.92377	1.0	16515	0	-0.81415
TXNIP	5	0.0023934	0.010371	0.707152	256	4	-0.53576	0.98078	0.98093	1.0	17548	0	-0.53576
STAT3	5	0.0024281	0.010499	0.707459	257	5	-0.34793	0.99757	0.99756	1.0	17866	0	-0.34793
PRR18	5	0.0024347	0.010528	0.707459	258	2	-0.0073104	0.87084	0.87234	1.0	15555	1	-0.0073104
CCDC9	5	0.0024359	0.010533	0.707459	259	5	-0.40644	0.99756	0.99755	1.0	17865	0	-0.40644
OSMR	5	0.0024458	0.010579	0.707921	260	5	-0.50155	0.9966	0.99659	1.0	17836	0	-0.50155
LRRC3B	5	0.0024689	0.010677	0.711826	261	4	-0.50717	0.9886	0.98867	1.0	17696	0	-0.50717
BLOC1S5	8	0.002481	0.013282	0.781353	262	6	-0.81609	0.97348	0.97361	1.0	17412	0	-0.81609
SLC22A16	5	0.0024852	0.01075	0.714059	263	4	-0.47419	0.71834	0.77638	1.0	13745	1	-0.47419
KIF11	4	0.0025095	0.0089365	0.654231	264	4	-1.3843	0.99749	0.99753	1.0	17863	0	-1.3843
KIAA0895L	5	0.0025329	0.010946	0.724392	265	5	-0.41173	0.99747	0.99747	1.0	17862	0	-0.41173
HEXIM1	5	0.0025692	0.011105	0.730562	266	4	-0.48575	0.96573	0.96593	1.0	17256	0	-0.48575
NUP107	4	0.0025732	0.0091549	0.654231	267	3	-0.5447	0.95433	0.95415	1.0	17059	0	-0.5447
CDC6	4	0.0025741	0.0091587	0.654231	268	3	-1.159	0.87102	0.87058	1.0	15558	0	-1.159
SRRM4	5	0.0025909	0.011199	0.730562	269	5	-0.52225	0.99741	0.99742	1.0	17860	0	-0.52225
DNTT	5	0.0025978	0.011221	0.730562	270	4	-0.5424	0.60906	0.73117	1.0	12869	1	-0.5424
CTSO	5	0.0026007	0.011234	0.730562	271	4	-0.67897	0.96258	0.96278	1.0	17200	0	-0.67897
ZNF141	3	0.002619	0.0073547	0.601529	272	2	-0.9591	0.89425	0.89422	1.0	15962	0	-0.9591
PLOD1	5	0.0026193	0.011312	0.730562	273	4	-0.36164	0.93039	0.93063	1.0	16639	0	-0.36164
TEX29	5	0.0026208	0.011317	0.730562	274	5	-0.26828	0.99738	0.99739	1.0	17859	0	-0.26828
PRKD3	5	0.0026218	0.011323	0.730562	275	3	-0.61727	0.47548	0.62751	1.0	11032	1	-0.61727
GMNN	5	0.002648	0.011429	0.732691	276	5	-0.62152	0.99735	0.99736	1.0	17857	0	-0.62152
RABL5	9	0.0026552	0.014215	0.803507	277	6	-0.36705	0.98211	0.98225	1.0	17580	0	-0.36705
SLC35G3	4	0.0026557	0.0094244	0.667657	278	3	-0.51369	0.81589	0.81577	1.0	14792	1	-0.51369
FAM90A1	3	0.0026644	0.0074812	0.601529	279	3	-0.48501	0.99734	0.99736	1.0	17855	0	-0.48501
ID1	5	0.0026716	0.011538	0.733876	280	3	-0.45847	0.95112	0.95131	1.0	16998	0	-0.45847
C8orf46	5	0.0026814	0.011578	0.733876	281	5	-0.32236	0.99732	0.99732	1.0	17854	0	-0.32236
N4BP1	5	0.0027071	0.011677	0.736464	282	2	-0.027824	0.094555	0.21812	1.0	3687	2	-0.027824
CEP85	5	0.0027142	0.011701	0.736464	283	2	0.33063	0.090879	0.21241	1.0	3577	3	0.33063
GLRA2	5	0.002725	0.011748	0.73683	284	3	-0.48035	0.10429	0.23338	1.0	3963	2	-0.48035
MUT	5	0.0027538	0.011868	0.741801	285	2	0.036034	0.22943	0.41644	1.0	7184	2	0.036034
ZNF17	5	0.0027937	0.012024	0.747986	286	2	-0.091857	0.059617	0.1622	1.0	2682	1	-0.091857
NPC2	5	0.0028009	0.01205	0.747986	287	3	-0.31061	0.11178	0.24498	1.0	4202	1	-0.31061
CRCP	14	0.0028256	0.018193	0.892371	288	8	-0.75061	0.94304	0.98156	1.0	16865	2	-0.75061
DDX60L	5	0.0028538	0.012281	0.759681	289	5	-0.96902	0.99715	0.99715	1.0	17852	0	-0.96902
BUD31	5	0.0028632	0.012323	0.759681	290	3	-0.70357	0.88574	0.88625	1.0	15814	1	-0.70357
EIF2S1	5	0.0028861	0.012412	0.762376	291	5	-1.2942	0.99711	0.99712	1.0	17851	0	-1.2942
KIT	5	0.0029003	0.012466	0.762376	292	5	-0.66372	0.9971	0.9971	1.0	17850	0	-0.66372
HTR1E	5	0.0029075	0.012494	0.762376	293	3	-0.84626	0.87768	0.87862	1.0	15682	1	-0.84626
LRFN5	5	0.0029189	0.012538	0.762493	294	4	-1.1704	0.53125	0.67563	1.0	11896	1	-1.1704
PNMT	5	0.0029703	0.012741	0.772227	295	4	-0.55762	0.81388	0.82934	1.0	14767	1	-0.55762
TAF8	5	0.0029984	0.012843	0.775142	296	4	-0.62564	0.92842	0.9287	1.0	16607	0	-0.62564
LRRC3C	5	0.0030047	0.012875	0.775142	297	5	-0.33789	0.997	0.99701	1.0	17849	0	-0.33789
LSM6	5	0.0030197	0.012931	0.775891	298	3	-1.0428	0.18758	0.35764	1.0	6164	2	-1.0428
WNT5A	5	0.003031	0.012975	0.775945	299	4	-0.41852	0.25228	0.44396	1.0	7668	1	-0.41852
WFDC5	5	0.0030493	0.013054	0.778097	300	3	-0.61297	0.41442	0.5762	1.0	10095	1	-0.61297
HACE1	5	0.0030756	0.01316	0.781353	301	5	-0.36526	0.99692	0.99693	1.0	17847	0	-0.36526
KLLN	5	0.0030921	0.013227	0.781353	302	5	-0.23236	0.99691	0.99692	1.0	17846	0	-0.23236
RNF148	5	0.0031037	0.013271	0.781353	303	3	-0.8279	0.41592	0.57745	1.0	10120	1	-0.8279
EPS8	5	0.0031428	0.013432	0.782958	304	4	-0.51632	0.2335	0.42207	1.0	7291	1	-0.51632
SLC6A14	5	0.0031514	0.013464	0.782958	305	4	-0.48093	0.99409	0.99412	1.0	17799	0	-0.48093
DCBLD1	5	0.0031557	0.013487	0.782958	306	3	-0.37974	0.97415	0.97428	1.0	17423	0	-0.37974
EFHD2	5	0.0031647	0.013527	0.782958	307	4	-0.61838	0.93883	0.93901	1.0	16786	0	-0.61838
DYRK1A	5	0.003206	0.013696	0.790223	308	5	-0.43902	0.99679	0.9968	1.0	17843	0	-0.43902
PYROXD1	5	0.0032245	0.013776	0.791464	309	3	-1.9101	0.90382	0.90419	1.0	16153	0	-1.9101
HSP90B1	4	0.0032312	0.011451	0.732691	310	3	-1.1531	0.62494	0.67983	1.0	12985	1	-1.1531
NUDT1	5	0.0032319	0.013806	0.791464	311	1	0.27481	0.054752	0.15205	1.0	2504	4	0.27481
NCOR1	4	0.0032378	0.011478	0.732691	312	3	-0.75471	0.31169	0.45522	1.0	8592	1	-0.75471
BTG1	5	0.0032592	0.013915	0.793912	313	5	-0.5118	0.99674	0.99674	1.0	17841	0	-0.5118
MARC1	5	0.003264	0.013937	0.793912	314	4	-0.39933	0.74391	0.78886	1.0	13963	1	-0.39933
TGIF2-C20orf24	1	0.0033261	0.003263	0.371757	315	1	-1.2234	0.99667	0.99674	1.0	17839	0	-1.2234
RPP25L	5	0.0033419	0.014236	0.803507	316	5	-0.37426	0.99666	0.99665	1.0	17838	0	-0.37426
ANKRD40	5	0.0033438	0.014241	0.803507	317	3	-0.55487	0.65266	0.74779	1.0	13192	1	-0.55487
GPRIN3	5	0.0033588	0.014307	0.803507	318	4	-0.41228	0.85626	0.85993	1.0	15329	1	-0.41228
SSTR5	5	0.0033649	0.014328	0.803507	319	5	-0.24677	0.99664	0.99663	1.0	17837	0	-0.24677
C10orf68	5	0.0033771	0.014374	0.803564	320	4	-0.74926	0.82431	0.8362	1.0	14904	1	-0.74926
MOB3A	5	0.003429	0.014568	0.809436	321	4	-0.43463	0.98958	0.98967	1.0	17717	0	-0.43463
ATP9A	5	0.0034564	0.014685	0.809436	322	1	0.053465	0.043571	0.12499	1.0	2029	2	0.053465
CDK12	5	0.0034655	0.014724	0.809436	323	4	-0.61371	0.769	0.8022	1.0	14235	1	-0.61371
FAM183A	5	0.0034751	0.014772	0.809436	324	3	-0.69765	0.76196	0.79838	1.0	14152	1	-0.69765
HPCA	5	0.0034896	0.014825	0.809436	325	4	-0.48367	0.84131	0.84836	1.0	15123	1	-0.48367
BRD4	5	0.0035075	0.014888	0.809436	326	5	-0.56272	0.99649	0.99648	1.0	17835	0	-0.56272
DNPEP	5	0.0035105	0.014904	0.809436	327	5	-0.43428	0.99649	0.99648	1.0	17834	0	-0.43428
COPS4	5	0.0035186	0.014943	0.809436	328	3	-1.9793	0.35329	0.52544	1.0	9174	1	-1.9793
NDUFV3	9	0.0035255	0.018414	0.895866	329	5	-0.42512	0.68672	0.85287	1.0	13448	2	-0.42512
FAM213A	5	0.0035283	0.014978	0.809436	330	4	-0.55502	0.0732	0.18414	1.0	3072	1	-0.55502
ZBTB21	5	0.0035376	0.015019	0.809436	331	3	-0.25242	0.39903	0.56345	1.0	9841	2	-0.25242
ZNF726	5	0.0036072	0.015286	0.815012	332	4	-0.30885	0.99567	0.99567	1.0	17820	0	-0.30885
TDRD6	5	0.0036114	0.015302	0.815012	333	5	-0.20471	0.99639	0.99637	1.0	17832	0	-0.20471
TDRKH	5	0.0036161	0.015321	0.815012	334	3	-0.58352	0.38333	0.5503	1.0	9623	1	-0.58352
GSTK1	5	0.0036278	0.015357	0.815012	335	3	-0.74744	0.09182	0.21385	1.0	3599	2	-0.74744
ZNF429	5	0.0036573	0.015477	0.817035	336	5	-1.0843	0.99634	0.99633	1.0	17831	0	-1.0843
CHMP6	5	0.003689	0.015603	0.821247	337	4	-0.94046	0.77081	0.80323	1.0	14250	1	-0.94046
CIRBP	5	0.0037161	0.015709	0.823523	338	4	-0.44088	0.98344	0.98355	1.0	17603	0	-0.44088
MRPL15	5	0.0037242	0.015738	0.823523	339	5	-0.38249	0.99628	0.99626	1.0	17830	0	-0.38249
IFRD2	5	0.0037706	0.015919	0.828178	340	5	-0.48711	0.99623	0.99622	1.0	17829	0	-0.48711
SNX16	4	0.003791	0.013336	0.781969	341	3	-2.0415	0.97108	0.971	1.0	17370	0	-2.0415
CATSPERB	5	0.0037966	0.016024	0.831241	342	5	-0.77796	0.9962	0.99619	1.0	17828	0	-0.77796
RELN	5	0.0038457	0.016226	0.838279	343	3	-0.68902	0.96128	0.96145	1.0	17173	0	-0.68902
LRRFIP2	5	0.0039261	0.016557	0.849102	344	3	-0.44375	0.94324	0.94343	1.0	16869	0	-0.44375
CCDC24	5	0.0039614	0.016667	0.852315	345	3	-0.30421	0.60893	0.73113	1.0	12868	1	-0.30421
ITM2C	5	0.0040241	0.016867	0.86011	346	4	-0.27691	0.98037	0.98052	1.0	17540	0	-0.27691
CTAGE1	5	0.0040622	0.016989	0.863889	347	3	-0.66822	0.047662	0.13492	1.0	2197	1	-0.66822
NFX1	5	0.0041167	0.017151	0.869683	348	3	-0.70748	0.53374	0.67778	1.0	11940	2	-0.70748
AIF1L	8	0.0041483	0.020073	0.921409	349	6	-0.36798	0.69705	0.83504	1.0	13547	1	-0.36798
C5orf63	5	0.0041725	0.017346	0.877114	350	4	-1.0134	0.73936	0.78655	1.0	13925	1	-1.0134
ATL2	4	0.004176	0.014627	0.809436	351	3	-0.6565	0.56813	0.64966	1.0	12455	1	-0.6565
SCOC	8	0.0041841	0.02023	0.924247	352	5	-0.3276	0.99275	0.9927	1.0	17762	0	-0.3276
FAM9A	5	0.0042213	0.017511	0.881589	353	3	-0.35266	0.013351	0.045756	0.962785	848	1	-0.35266
SPATA19	5	0.0042265	0.017533	0.881589	354	3	-0.66578	0.97236	0.97251	1.0	17398	0	-0.66578
APOM	9	0.0042786	0.021893	0.947183	355	7	-0.20739	0.23373	0.48286	1.0	7301	2	-0.20739
YWHAG	5	0.0042847	0.017717	0.885905	356	2	0.0032041	0.14655	0.29765	1.0	5143	2	0.0032041
MACROD2	7	0.0042863	0.019966	0.921409	357	4	-0.62026	0.17353	0.37663	1.0	5791	3	-0.62026
ANXA2R	5	0.0043084	0.017777	0.886413	358	4	-0.60835	0.14907	0.30138	1.0	5203	1	-0.60835
IMPDH2	5	0.0043295	0.017835	0.886863	359	3	-0.47011	0.43378	0.59236	1.0	10376	2	-0.47011
REXO4	5	0.004361	0.017929	0.887186	360	3	-0.55845	0.22168	0.40556	1.0	6997	2	-0.55845
CRYGN	5	0.004364	0.01794	0.887186	361	4	-0.31614	0.9116	0.91196	1.0	16301	0	-0.31614
LYSMD3	4	0.0043881	0.015351	0.815012	362	2	-0.48611	0.86533	0.86488	1.0	15465	0	-0.48611
C20orf26	4	0.0044033	0.015394	0.815012	363	3	-0.56833	0.88247	0.88196	1.0	15753	0	-0.56833
FAM3D	5	0.0044378	0.018164	0.892371	364	3	-0.32148	0.49101	0.64074	1.0	11263	1	-0.32148
PAXIP1	5	0.0044423	0.01818	0.892371	365	2	-0.10231	0.54157	0.68464	1.0	12069	1	-0.10231
CENPN	5	0.0044636	0.018247	0.892582	366	3	-1.3194	0.97185	0.97198	1.0	17387	0	-1.3194
QARS	5	0.0044951	0.018362	0.895771	367	4	-1.926	0.91875	0.91907	1.0	16439	0	-1.926
PICALM	5	0.0045585	0.018551	0.900096	368	4	-0.77623	0.98083	0.981	1.0	17550	0	-0.77623
APOB	5	0.0046473	0.018858	0.911168	369	4	-0.3965	0.85961	0.86265	1.0	15376	1	-0.3965
ECM2	5	0.0046587	0.018894	0.911168	370	4	-0.51973	0.9146	0.91491	1.0	16364	0	-0.51973
RAP2B	4	0.0046611	0.016252	0.838279	371	3	-0.4334	0.88456	0.88406	1.0	15793	0	-0.4334
KIF9	5	0.0046771	0.018956	0.911168	372	3	-0.54353	0.31762	0.49642	1.0	8676	2	-0.54353
ARAP1	5	0.0046862	0.018982	0.911168	373	3	-0.15169	0.31413	0.49359	1.0	8620	1	-0.15169
NAB1	5	0.0047447	0.019161	0.917329	374	3	-0.74174	0.90727	0.90765	1.0	16217	0	-0.74174
PTDSS1	5	0.0047758	0.019254	0.919335	375	4	-0.90855	0.87043	0.87194	1.0	15545	1	-0.90855
RALGAPA2	5	0.0048797	0.019588	0.921409	376	4	-0.48244	0.544	0.68678	1.0	12116	1	-0.48244
IL6	5	0.0048816	0.019593	0.921409	377	3	-1.0459	0.29455	0.47785	1.0	8333	2	-1.0459
STAT1	5	0.0048882	0.019616	0.921409	378	4	-0.49399	0.78799	0.81317	1.0	14449	1	-0.49399
STOML1	5	0.0049148	0.019695	0.921409	379	2	-0.11348	0.44148	0.59878	1.0	10501	1	-0.11348
VSX2	5	0.0049314	0.019748	0.921409	380	2	-0.068888	0.8753	0.87645	1.0	15637	1	-0.068888
RAD51AP1	5	0.0049641	0.019852	0.921409	381	4	-0.59336	0.99391	0.99392	1.0	17792	0	-0.59336
CLPB	5	0.0049743	0.019882	0.921409	382	3	-0.54139	0.50132	0.64967	1.0	11427	2	-0.54139
SMURF2	5	0.0049873	0.019916	0.921409	383	4	-0.55794	0.75868	0.79659	1.0	14115	1	-0.55794
TEX28	5	0.0050074	0.019972	0.921409	384	4	-0.68228	0.92711	0.92741	1.0	16581	0	-0.68228
AMMECR1	5	0.0050281	0.020036	0.921409	385	4	-0.31963	0.59987	0.7279	1.0	12795	1	-0.31963
FAM81B	5	0.0050322	0.020051	0.921409	386	3	-0.55124	0.95785	0.95803	1.0	17110	0	-0.55124
ACYP1	5	0.0050351	0.020061	0.921409	387	4	-0.36233	0.99583	0.99583	1.0	17824	0	-0.36233
ACP6	5	0.0050515	0.020107	0.921409	388	2	0.21539	0.1804	0.34728	1.0	5971	3	0.21539
SF3B1	5	0.0050538	0.020116	0.921409	389	4	-1.1377	0.7636	0.79928	1.0	14177	1	-1.1377
TSC2	4	0.0050556	0.017597	0.88236	390	2	-0.047427	0.89556	0.89521	1.0	15992	0	-0.047427
RPS19BP1	5	0.0051451	0.020394	0.929377	391	3	-0.8627	0.19435	0.36723	1.0	6351	2	-0.8627
ZCCHC12	5	0.0051929	0.020539	0.929921	392	3	-0.56159	0.64149	0.7434	1.0	13111	1	-0.56159
SLFN11	5	0.0051995	0.020557	0.929921	393	4	-0.44696	0.97705	0.97722	1.0	17468	0	-0.44696
SLC13A5	5	0.0052211	0.020624	0.929921	394	4	-0.29161	0.65466	0.7486	1.0	13209	1	-0.29161
SOGA1	5	0.0052511	0.020713	0.929921	395	3	-0.10632	0.48023	0.63158	1.0	11089	2	-0.10632
SPA17	5	0.0052907	0.020833	0.929921	396	2	-0.23156	0.25139	0.44322	1.0	7657	2	-0.23156
STRIP2	5	0.0052957	0.020847	0.929921	397	3	-0.41333	0.95109	0.95128	1.0	16996	0	-0.41333
GRIP1	5	0.0053277	0.020957	0.931488	398	4	-0.5438	0.39581	0.56075	1.0	9800	1	-0.5438
C1D	3	0.005343	0.014745	0.809436	399	3	-1.0518	0.99466	0.99475	1.0	17805	0	-1.0518
KLHL17	5	0.0053501	0.02103	0.932437	400	2	0.25477	0.031894	0.095559	1.0	1614	3	0.25477
BNC2	5	0.0054256	0.02126	0.94029	401	4	-0.47248	0.059992	0.1628	1.0	2689	1	-0.47248
CTBP1	5	0.0055088	0.021507	0.947183	402	4	-0.28258	0.98724	0.98731	1.0	17675	0	-0.28258
SLC25A27	5	0.0055425	0.021617	0.947183	403	4	-0.4045	0.94206	0.94226	1.0	16845	0	-0.4045
DSCAM	5	0.0055539	0.021657	0.947183	404	4	-0.52866	0.78583	0.8119	1.0	14420	1	-0.52866
CDH7	5	0.0055739	0.021721	0.947183	405	4	-0.56762	0.24754	0.44023	1.0	7588	1	-0.56762
NXF1	5	0.0055992	0.021796	0.947183	406	4	-1.246	0.99332	0.99335	1.0	17779	0	-1.246
PLK1	5	0.0056219	0.021876	0.947183	407	4	-0.824	0.020291	0.064897	1.0	1139	1	-0.824
GTF2A2	5	0.0056416	0.021942	0.947183	408	3	-0.87439	0.33135	0.50758	1.0	8875	1	-0.87439
PCID2	5	0.0056932	0.022087	0.948385	409	4	-0.63852	0.99146	0.99154	1.0	17744	0	-0.63852
ZNF232	5	0.0056977	0.022096	0.948385	410	2	-0.28849	0.89	0.89047	1.0	15884	0	-0.28849
ZNF768	5	0.005708	0.022128	0.948385	411	4	-0.20693	0.97967	0.97983	1.0	17528	0	-0.20693
IRAK2	5	0.0057355	0.022209	0.949613	412	4	-0.53289	0.94213	0.94233	1.0	16848	0	-0.53289
C10orf12	5	0.0057593	0.022285	0.950601	413	3	-0.56526	0.32492	0.50229	1.0	8794	2	-0.56526
CRISP1	6	0.0057725	0.023667	0.955212	414	5	-0.78385	0.86582	0.88122	1.0	15474	1	-0.78385
LGALS9C	3	0.00578	0.015871	0.82811	415	1	-0.049825	0.51933	0.56018	1.0	11708	1	-0.049825
PPIL4	5	0.0057922	0.022406	0.951838	416	4	-1.4775	0.91924	0.91956	1.0	16446	0	-1.4775
BNIP3	5	0.0058396	0.022549	0.952617	417	3	-0.4958	0.72868	0.78132	1.0	13825	1	-0.4958
GDI2	5	0.0058503	0.022583	0.952617	418	3	-0.47083	0.42346	0.58372	1.0	10219	2	-0.47083
C9orf129	5	0.0058568	0.022597	0.952617	419	4	-0.58852	0.97597	0.97617	1.0	17454	0	-0.58852
BIRC3	5	0.005904	0.022755	0.954329	420	3	-0.74518	0.13358	0.27813	1.0	4819	1	-0.74518
MAP3K10	5	0.0059424	0.022868	0.955101	421	4	-0.39977	0.46971	0.62261	1.0	10946	1	-0.39977
FAM175B	5	0.0059804	0.022985	0.955212	422	3	-0.61751	0.94535	0.94554	1.0	16901	0	-0.61751
INTS2	4	0.0059907	0.020677	0.929921	423	3	-0.74884	0.92482	0.92459	1.0	16538	0	-0.74884
VWDE	5	0.0060347	0.023145	0.955212	424	3	-0.36879	0.91069	0.91107	1.0	16287	0	-0.36879
SCAMP3	5	0.0060461	0.023183	0.955212	425	4	-0.60001	0.68268	0.76035	1.0	13417	1	-0.60001
ADAM10	4	0.006051	0.02087	0.929921	426	4	-0.42038	0.99395	0.99405	1.0	17795	0	-0.42038
ANKMY1	5	0.0060557	0.023211	0.955212	427	3	-0.30351	0.76764	0.80146	1.0	14225	1	-0.30351
CCNL2	5	0.0061008	0.023346	0.955212	428	4	-0.30487	0.84254	0.84927	1.0	15140	1	-0.30487
SERPINB8	13	0.0061031	0.034477	1.0	429	9	-0.2813	0.31708	0.62595	1.0	8664	2	-0.2813
ADAMTS10	5	0.0061079	0.023369	0.955212	430	3	-0.30815	0.2751	0.46225	1.0	8009	1	-0.30815
NTAN1	5	0.0061349	0.023457	0.955212	431	3	-0.27955	0.4372	0.59525	1.0	10435	2	-0.27955
MFAP3	5	0.0061633	0.023533	0.955212	432	3	-0.85654	0.96363	0.96382	1.0	17215	0	-0.85654
RGL3	5	0.0061826	0.023588	0.955212	433	3	-0.22129	0.061116	0.16467	1.0	2726	1	-0.22129
TIGD4	5	0.0061967	0.023629	0.955212	434	4	-0.42023	0.98636	0.98646	1.0	17656	0	-0.42023
UTP14A	5	0.0062482	0.023776	0.955997	435	3	-0.46612	0.19971	0.37491	1.0	6489	1	-0.46612
JAG2	5	0.0062745	0.023845	0.955997	436	4	-0.3663	0.99222	0.99229	1.0	17755	0	-0.3663
ATXN7L1	11	0.0063255	0.03351	1.0	437	5	0.085952	0.13419	0.36033	1.0	4837	5	0.085952
PTCHD1	5	0.0063431	0.024064	0.959821	438	2	0.066354	0.13849	0.28558	1.0	4937	2	0.066354
PHLPP2	5	0.0064157	0.024264	0.959821	439	4	-0.61879	0.93232	0.93256	1.0	16671	0	-0.61879
GPR64	5	0.0064294	0.024295	0.959821	440	3	-0.53268	0.50534	0.6532	1.0	11486	2	-0.53268
IPO7	5	0.0064362	0.024312	0.959821	441	3	-0.42029	0.026201	0.080657	1.0	1387	1	-0.42029
CEBPZ	5	0.0064364	0.024314	0.959821	442	4	-0.41997	0.99209	0.99215	1.0	17752	0	-0.41997
KIAA0825	5	0.0064683	0.024411	0.961228	443	3	-0.85855	0.38935	0.55523	1.0	9709	2	-0.85855
MBL2	5	0.0064826	0.024457	0.961228	444	4	-0.40805	0.98718	0.98725	1.0	17673	0	-0.40805
C2orf78	4	0.0065213	0.02242	0.951838	445	4	-0.3647	0.99348	0.9936	1.0	17782	0	-0.3647
PDE2A	5	0.006535	0.024623	0.963156	446	3	-0.40706	0.8406	0.84782	1.0	15105	1	-0.40706
AS3MT	5	0.0065436	0.024651	0.963156	447	3	-0.30941	0.55445	0.69606	1.0	12258	1	-0.30941
KLK2	9	0.0065467	0.032147	1.0	448	6	-0.4794	0.78606	0.89256	1.0	14424	1	-0.4794
EIF3H	5	0.006549	0.024666	0.963156	449	2	-0.28439	0.013072	0.04496	0.956334	836	2	-0.28439
P2RX4	5	0.0065873	0.024787	0.964665	450	2	-0.14832	0.20187	0.378	1.0	6553	1	-0.14832
FBXL18	5	0.0066037	0.02483	0.964665	451	4	-0.25432	0.88999	0.89046	1.0	15883	0	-0.25432
ZNF616	4	0.0066245	0.022738	0.954329	452	1	0.30335	0.02619	0.073678	1.0	1386	2	0.30335
CD226	5	0.0066284	0.0249	0.964665	453	4	-0.44967	0.99278	0.99285	1.0	17764	0	-0.44967
TMED7	5	0.0066355	0.024919	0.964665	454	4	-0.57189	0.99372	0.99374	1.0	17786	0	-0.57189
GPM6B	4	0.0066422	0.022797	0.954329	455	3	-0.42025	0.35552	0.50013	1.0	9209	1	-0.42025
WRB	4	0.0067196	0.023036	0.955212	456	3	-2.1804	0.96645	0.96633	1.0	17278	0	-2.1804
BCAN	5	0.006726	0.025182	0.972751	457	3	-0.46734	0.67864	0.75856	1.0	13388	1	-0.46734
SLC6A15	8	0.006728	0.030405	1.0	458	6	-0.40758	0.71137	0.84212	1.0	13680	2	-0.40758
SMIM8	4	0.0067495	0.023139	0.955212	459	3	-0.46333	0.73611	0.74996	1.0	13893	1	-0.46333
SGPP2	5	0.0067747	0.025323	0.976096	460	3	-0.5448	0.8081	0.82555	1.0	14694	1	-0.5448
LPXN	5	0.0068084	0.025422	0.977839	461	4	-0.34712	0.84665	0.85238	1.0	15201	1	-0.34712
TAS2R30	4	0.0068819	0.023541	0.955212	462	4	-1.4787	0.99312	0.99323	1.0	17773	0	-1.4787
TMEM205	5	0.0069517	0.025849	0.991626	463	4	-0.41886	0.85791	0.86124	1.0	15350	1	-0.41886
