GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
MNAT1	-5.34	5	-1.91	0.0281	354	0.949	0.972	17648	0.991
PHLPP2	-5.33	5	-1.91	0.0283	355	0.949	0.972	17647	0.991
CMA1	-5.33	5	-1.91	0.0284	356	0.949	0.972	17646	0.991
GLYATL1	-4.77	4	-1.91	0.0284	357	0.949	0.972	17645	0.991
TRIM14	-4.76	4	-1.90	0.0284	358	0.949	0.972	17644	0.991
SSX3	-4.13	3	-1.90	0.0284	359	0.949	0.972	17643	0.991
INHBC	-5.33	5	-1.90	0.0284	360	0.949	0.972	17642	0.991
MOB3A	-5.32	5	-1.90	0.0287	361	0.949	0.971	17641	0.991
DCBLD1	-5.31	5	-1.90	0.0287	362	0.949	0.971	17640	0.991
APOB	-5.31	5	-1.90	0.0289	363	0.949	0.971	17639	0.991
PXDNL	-5.31	5	-1.90	0.029	364	0.949	0.971	17638	0.991
CD226	-5.30	5	-1.90	0.029	365	0.949	0.971	17637	0.991
RWDD2B	-5.30	5	-1.89	0.0291	366	0.949	0.971	17636	0.991
MBD3	-4.73	4	-1.89	0.0293	367	0.949	0.971	17635	0.991
CWH43	-5.29	5	-1.89	0.0294	368	0.949	0.971	17634	0.991
YIPF7	-5.29	5	-1.89	0.0295	369	0.949	0.971	17633	0.991
POLR3C	-5.28	5	-1.88	0.0297	370	0.949	0.97	17632	0.991
SPATA19	-5.28	5	-1.88	0.0297	371	0.949	0.97	17631	0.991
IL15	-5.78	6	-1.88	0.0298	372	0.949	0.97	17630	0.991
ZBTB42	-5.27	5	-1.88	0.0298	373	0.949	0.97	17629	0.991
LSM6	-5.27	5	-1.88	0.0298	374	0.949	0.97	17628	0.991
APBA2	-5.27	5	-1.88	0.0299	375	0.949	0.97	17627	0.991
RAB38	-5.26	5	-1.88	0.0301	376	0.949	0.97	17626	0.991
CTAGE1	-5.26	5	-1.88	0.0301	377	0.949	0.97	17625	0.991
OTOP2	-5.26	5	-1.88	0.0301	378	0.949	0.97	17624	0.991
NUP93	-5.26	5	-1.88	0.0302	379	0.949	0.97	17623	0.991
SOD2	-5.26	5	-1.88	0.0303	380	0.949	0.97	17622	0.991
ABCB5	-5.25	5	-1.87	0.0304	381	0.949	0.97	17621	0.991
ARID1A	-5.25	5	-1.87	0.0305	382	0.949	0.97	17620	0.991
LRRC3C	-5.24	5	-1.87	0.0307	383	0.949	0.969	17619	0.99
GOLGA6B	-2.34	1	-1.87	0.0307	384	0.949	0.969	17618	0.99
CRYGN	-5.23	5	-1.87	0.0308	385	0.949	0.969	17617	0.99
REG4	-6.62	8	-1.87	0.0308	386	0.949	0.969	17616	0.99
BUB1B	-5.23	5	-1.87	0.0308	387	0.949	0.969	17615	0.99
SIRT7	-5.23	5	-1.87	0.031	388	0.949	0.969	17614	0.99
CPT1A	-5.23	5	-1.87	0.031	389	0.949	0.969	17613	0.99
SCRT1	-5.21	5	-1.86	0.0315	390	0.949	0.969	17612	0.99
RASGRP3	-5.21	5	-1.86	0.0315	391	0.949	0.969	17611	0.99
AHR	-5.21	5	-1.86	0.0315	392	0.949	0.968	17610	0.99
RALB	-5.20	5	-1.86	0.0316	393	0.949	0.968	17609	0.99
VPS4B	-5.20	5	-1.86	0.0317	394	0.949	0.968	17608	0.99
SPATS2L	-5.20	5	-1.86	0.0317	395	0.949	0.968	17607	0.99
SLC16A7	-5.20	5	-1.86	0.0317	396	0.949	0.968	17606	0.99
HMGN2	-3.29	2	-1.85	0.0318	397	0.949	0.968	17605	0.99
ZSWIM2	-5.19	5	-1.85	0.0319	398	0.949	0.968	17604	0.99
MBL2	-5.19	5	-1.85	0.0319	399	0.949	0.968	17603	0.99
NR2C1	-5.19	5	-1.85	0.032	400	0.949	0.968	17602	0.99
RAD51AP1	-5.19	5	-1.85	0.032	401	0.949	0.968	17601	0.99
ZNF597	-5.19	5	-1.85	0.0321	402	0.949	0.968	17600	0.99
CFB	-5.19	5	-1.85	0.0321	403	0.949	0.968	17599	0.99
INTS2	-4.64	4	-1.85	0.0322	404	0.949	0.968	17598	0.99
VSX2	-5.18	5	-1.85	0.0323	405	0.949	0.968	17597	0.99
PRIMA1	-5.18	5	-1.85	0.0324	406	0.949	0.968	17596	0.99
GALNTL5	-4.63	4	-1.85	0.0325	407	0.949	0.968	17595	0.99
C17orf80	-4.63	4	-1.85	0.0325	408	0.949	0.968	17594	0.99
PDE2A	-5.17	5	-1.84	0.0326	409	0.949	0.967	17593	0.99
ZNF182	-5.16	5	-1.84	0.0329	410	0.949	0.967	17592	0.99
DERL2	-4.61	4	-1.84	0.0331	411	0.949	0.967	17591	0.989
DHODH	-5.15	5	-1.84	0.0332	412	0.949	0.967	17590	0.989
NCAPD2	-4.60	4	-1.84	0.0332	413	0.949	0.967	17589	0.989
PRRT4	-5.14	5	-1.83	0.0334	414	0.949	0.967	17588	0.989
OIP5	-5.14	5	-1.83	0.0335	415	0.949	0.966	17587	0.989
ABCG4	-5.14	5	-1.83	0.0335	416	0.949	0.966	17586	0.989
HLA-DQA1	-5.13	5	-1.83	0.0337	417	0.949	0.966	17585	0.989
PRR21	-3.97	3	-1.83	0.0338	418	0.949	0.966	17584	0.989
SPRED1	-5.13	5	-1.83	0.0338	419	0.949	0.966	17583	0.989
DNAJB14	-5.13	5	-1.83	0.0338	420	0.949	0.966	17582	0.989
RAPGEF6	-4.59	4	-1.83	0.0338	421	0.949	0.966	17581	0.989
NUAK1	-5.12	5	-1.83	0.0339	422	0.949	0.966	17580	0.989
CCDC9	-5.12	5	-1.82	0.034	423	0.949	0.966	17579	0.989
BMPR2	-5.12	5	-1.82	0.034	424	0.949	0.966	17578	0.989
DBF4	-4.57	4	-1.82	0.0343	425	0.949	0.966	17577	0.989
TMEM38A	-5.11	5	-1.82	0.0344	426	0.949	0.966	17576	0.989
DDX19B	-5.11	5	-1.82	0.0344	427	0.949	0.966	17575	0.989
RAP2B	-4.57	4	-1.82	0.0344	428	0.949	0.966	17574	0.989
CCDC175	-5.11	5	-1.82	0.0344	429	0.949	0.966	17573	0.989
SLC25A30	-5.10	5	-1.82	0.0345	430	0.949	0.966	17572	0.989
C1D	-3.95	3	-1.82	0.0346	431	0.949	0.965	17571	0.989
EXT2	-5.09	5	-1.81	0.0349	432	0.949	0.965	17570	0.989
SLC25A27	-5.09	5	-1.81	0.035	433	0.949	0.965	17569	0.989
KLRG2	-5.09	5	-1.81	0.035	434	0.949	0.965	17568	0.989
VN1R2	-5.08	5	-1.81	0.0351	435	0.949	0.965	17567	0.989
PSMD14	-5.08	5	-1.81	0.0351	436	0.949	0.965	17566	0.989
SLC11A1	-5.08	5	-1.81	0.0351	437	0.949	0.965	17565	0.989
C1orf27	-5.08	5	-1.81	0.0352	438	0.949	0.965	17564	0.989
PRKAG2	-4.54	4	-1.81	0.0352	439	0.949	0.965	17563	0.989
SYT14	-5.07	5	-1.81	0.0354	440	0.949	0.965	17562	0.989
KCNMB3	-5.07	5	-1.81	0.0354	441	0.949	0.965	17561	0.989
NHLRC1	-5.07	5	-1.81	0.0355	442	0.949	0.965	17560	0.989
ALAD	-5.07	5	-1.80	0.0356	443	0.949	0.964	17559	0.989
GEMIN5	-5.06	5	-1.80	0.0358	444	0.949	0.964	17558	0.989
ATL2	-4.53	4	-1.80	0.0358	445	0.949	0.964	17557	0.989
CLEC1A	-5.06	5	-1.80	0.0358	446	0.949	0.964	17556	0.989
CEACAM1	-7.15	10	-1.80	0.0359	447	0.949	0.964	17555	0.989
NFIL3	-4.52	4	-1.80	0.036	448	0.949	0.964	17554	0.989
OSBPL9	-5.05	5	-1.80	0.036	449	0.949	0.964	17553	0.989
PPP3CC	-5.05	5	-1.80	0.036	450	0.949	0.964	17552	0.989
GPR85	-5.05	5	-1.80	0.0361	451	0.949	0.964	17551	0.989
NFX1	-5.05	5	-1.80	0.0362	452	0.949	0.964	17550	0.989
ITM2C	-5.05	5	-1.80	0.0362	453	0.949	0.964	17549	0.989
FBXL18	-5.04	5	-1.79	0.0363	454	0.949	0.964	17548	0.989
CPSF2	-5.04	5	-1.79	0.0364	455	0.949	0.964	17547	0.989
WDR16	-5.04	5	-1.79	0.0365	456	0.949	0.963	17546	0.988
ART3	-5.04	5	-1.79	0.0365	457	0.949	0.963	17545	0.988
ZNF81	-5.04	5	-1.79	0.0366	458	0.949	0.963	17544	0.988
PARK2	-5.03	5	-1.79	0.0366	459	0.949	0.963	17543	0.988
ACPL2	-5.03	5	-1.79	0.0367	460	0.949	0.963	17542	0.988
TAPT1	-5.03	5	-1.79	0.0367	461	0.949	0.963	17541	0.988
STK31	-5.02	5	-1.79	0.0369	462	0.949	0.963	17540	0.988
CLEC3B	-5.02	5	-1.78	0.0372	463	0.949	0.963	17539	0.988
FAM86B2	-2.24	1	-1.78	0.0373	464	0.949	0.963	17538	0.988
NT5DC2	-5.01	5	-1.78	0.0374	465	0.949	0.963	17537	0.988
BUD31	-5.00	5	-1.78	0.0377	466	0.949	0.962	17536	0.988
EPHA1	-5.00	5	-1.78	0.0378	467	0.949	0.962	17535	0.988
NOVA2	-4.99	5	-1.78	0.0379	468	0.949	0.962	17534	0.988
MALL	-4.99	5	-1.77	0.038	469	0.949	0.962	17533	0.988
SKIDA1	-4.98	5	-1.77	0.0383	470	0.949	0.962	17532	0.987
SFI1	-4.98	5	-1.77	0.0383	471	0.949	0.962	17531	0.987
POLB	-4.98	5	-1.77	0.0384	472	0.949	0.962	17530	0.987
HUWE1	-4.97	5	-1.77	0.0385	473	0.949	0.961	17529	0.987
KERA	-3.85	3	-1.77	0.0388	474	0.949	0.961	17528	0.987
KNSTRN	-4.97	5	-1.76	0.0388	475	0.949	0.961	17527	0.987
NDNF	-4.96	5	-1.76	0.039	476	0.949	0.961	17526	0.987
IARS2	-4.96	5	-1.76	0.039	477	0.949	0.961	17525	0.987
GABRB1	-4.96	5	-1.76	0.039	478	0.949	0.961	17524	0.987
TDRD6	-4.95	5	-1.76	0.0391	479	0.949	0.961	17523	0.987
TCTE1	-4.95	5	-1.76	0.0394	480	0.949	0.961	17522	0.987
MAP3K10	-4.95	5	-1.76	0.0394	481	0.949	0.961	17521	0.987
CCDC155	-4.94	5	-1.75	0.0397	482	0.949	0.96	17520	0.987
EPS8	-4.94	5	-1.75	0.0397	483	0.949	0.96	17519	0.987
NAB1	-4.94	5	-1.75	0.0397	484	0.949	0.96	17518	0.987
TRIP10	-4.94	5	-1.75	0.0398	485	0.949	0.96	17517	0.987
GC	-4.93	5	-1.75	0.0398	486	0.949	0.96	17516	0.987
TRPM8	-4.93	5	-1.75	0.04	487	0.949	0.96	17515	0.987
PPP1R14D	-4.92	5	-1.75	0.0402	488	0.949	0.96	17514	0.986
PLOD1	-4.92	5	-1.75	0.0403	489	0.949	0.96	17513	0.986
TCTEX1D2	-4.92	5	-1.75	0.0403	490	0.949	0.96	17512	0.986
GPLD1	-4.92	5	-1.75	0.0404	491	0.949	0.96	17511	0.986
DMTN	-4.92	5	-1.75	0.0404	492	0.949	0.96	17510	0.986
NPPA	-4.91	5	-1.74	0.0405	493	0.949	0.959	17509	0.986
AK3	-4.91	5	-1.74	0.0406	494	0.949	0.959	17508	0.986
SLC7A11	-4.91	5	-1.74	0.0407	495	0.949	0.959	17507	0.986
KLHL33	-4.91	5	-1.74	0.0407	496	0.949	0.959	17506	0.986
C10orf68	-4.91	5	-1.74	0.0407	497	0.949	0.959	17505	0.986
EMC4	-4.91	5	-1.74	0.0408	498	0.949	0.959	17504	0.986
CLPB	-4.90	5	-1.74	0.0409	499	0.949	0.959	17503	0.986
DAPK1	-4.90	5	-1.74	0.041	500	0.949	0.959	17502	0.986
TNFRSF4	-4.90	5	-1.74	0.041	501	0.949	0.959	17501	0.986
NXF1	-4.90	5	-1.74	0.0411	502	0.949	0.959	17500	0.986
C3	-4.90	5	-1.74	0.0411	503	0.949	0.959	17499	0.986
DAW1	-4.89	5	-1.74	0.0413	504	0.949	0.959	17498	0.986
KLHL6	-4.89	5	-1.74	0.0413	505	0.949	0.959	17497	0.986
CENPV	-4.89	5	-1.74	0.0413	506	0.949	0.959	17496	0.986
CXorf23	-4.89	5	-1.73	0.0414	507	0.949	0.959	17495	0.986
TCTEX1D1	-4.89	5	-1.73	0.0415	508	0.949	0.959	17494	0.986
UTP15	-3.78	3	-1.73	0.0415	509	0.949	0.958	17493	0.986
GPR89B	-3.09	2	-1.73	0.0415	510	0.949	0.958	17492	0.986
SDHC	-6.55	9	-1.73	0.0415	511	0.949	0.958	17491	0.986
DOLK	-4.88	5	-1.73	0.0416	512	0.949	0.958	17490	0.986
METTL22	-4.88	5	-1.73	0.0416	513	0.949	0.958	17489	0.986
COX7A2	-4.88	5	-1.73	0.0416	514	0.949	0.958	17488	0.986
DGAT2L6	-4.88	5	-1.73	0.0417	515	0.949	0.958	17487	0.986
DDX21	-4.36	4	-1.73	0.0417	516	0.949	0.958	17486	0.986
POF1B	-4.88	5	-1.73	0.0418	517	0.949	0.958	17485	0.986
SERPINE3	-4.87	5	-1.73	0.0418	518	0.949	0.958	17484	0.986
CAPSL	-4.87	5	-1.73	0.0421	519	0.949	0.958	17483	0.986
C2orf15	-4.35	4	-1.73	0.0422	520	0.949	0.958	17482	0.986
SLC25A24	-4.86	5	-1.73	0.0423	521	0.949	0.958	17481	0.986
CALCB	-4.86	5	-1.72	0.0424	522	0.949	0.958	17480	0.986
EDA	-4.86	5	-1.72	0.0424	523	0.949	0.958	17479	0.986
ZNF140	-4.86	5	-1.72	0.0425	524	0.949	0.958	17478	0.986
FAM35A	-3.76	3	-1.72	0.0425	525	0.949	0.958	17477	0.986
GPM6B	-4.34	4	-1.72	0.0426	526	0.949	0.957	17476	0.986
TEX29	-4.85	5	-1.72	0.0427	527	0.949	0.957	17475	0.986
APIP	-4.85	5	-1.72	0.0428	528	0.949	0.957	17474	0.986
YBX1	-3.06	2	-1.72	0.0429	529	0.949	0.957	17473	0.986
NUP37	-4.84	5	-1.72	0.0429	530	0.949	0.957	17472	0.986
SCP2D1	-4.84	5	-1.72	0.0429	531	0.949	0.957	17471	0.986
GLIPR2	-4.84	5	-1.72	0.0431	532	0.949	0.957	17470	0.986
PPCS	-6.12	8	-1.71	0.0432	533	0.949	0.957	17469	0.986
RPS29	-3.06	2	-1.71	0.0432	534	0.949	0.957	17468	0.986
CYP3A5	-5.30	6	-1.71	0.0432	535	0.949	0.957	17467	0.986
TMEM45B	-4.32	4	-1.71	0.0434	536	0.949	0.957	17466	0.986
POLH	-4.83	5	-1.71	0.0436	537	0.949	0.956	17465	0.986
OTOL1	-4.83	5	-1.71	0.0436	538	0.949	0.956	17464	0.986
TFIP11	-4.82	5	-1.71	0.0436	539	0.949	0.956	17463	0.986
KIFC1	-4.82	5	-1.71	0.0437	540	0.949	0.956	17462	0.986
DUSP21	-4.82	5	-1.71	0.0438	541	0.949	0.956	17461	0.986
ATP6V1A	-4.82	5	-1.71	0.0438	542	0.949	0.956	17460	0.986
RCOR3	-4.82	5	-1.71	0.0438	543	0.949	0.956	17459	0.986
CLDN3	-4.82	5	-1.71	0.0438	544	0.949	0.956	17458	0.986
SUPV3L1	-4.31	4	-1.71	0.0439	545	0.949	0.956	17457	0.986
TTC16	-4.81	5	-1.71	0.044	546	0.949	0.956	17456	0.986
GKAP1	-4.30	4	-1.70	0.0441	547	0.949	0.956	17455	0.986
LPIN3	-4.81	5	-1.70	0.0442	548	0.949	0.956	17454	0.986
PNLIPRP1	-4.81	5	-1.70	0.0442	549	0.949	0.956	17453	0.986
SNRPN	-4.81	5	-1.70	0.0443	550	0.949	0.956	17452	0.986
CCDC24	-4.80	5	-1.70	0.0444	551	0.949	0.956	17451	0.986
TMEM138	-4.80	5	-1.70	0.0444	552	0.949	0.956	17450	0.986
BCAN	-4.79	5	-1.70	0.0447	553	0.949	0.955	17449	0.986
ADAMTS2	-4.78	5	-1.69	0.045	554	0.949	0.955	17448	0.985
CREBBP	-4.78	5	-1.69	0.0451	555	0.949	0.955	17447	0.985
DCAF15	-4.78	5	-1.69	0.0451	556	0.949	0.955	17446	0.985
ZNF280C	-4.78	5	-1.69	0.0453	557	0.949	0.955	17445	0.985
ZNF257	-4.27	4	-1.69	0.0454	558	0.949	0.955	17444	0.985
TMEM170B	-4.77	5	-1.69	0.0454	559	0.949	0.955	17443	0.985
BIRC3	-4.77	5	-1.69	0.0455	560	0.949	0.955	17442	0.985
TMEM30B	-4.77	5	-1.69	0.0455	561	0.949	0.954	17441	0.985
PLCB1	-4.77	5	-1.69	0.0456	562	0.949	0.954	17440	0.985
PIGB	-4.26	4	-1.69	0.0457	563	0.949	0.954	17439	0.985
LTB4R	-4.77	5	-1.69	0.0457	564	0.949	0.954	17438	0.985
GPR126	-4.77	5	-1.69	0.0457	565	0.949	0.954	17437	0.985
SGPP2	-4.76	5	-1.69	0.0458	566	0.949	0.954	17436	0.985
SMIM18	-4.26	4	-1.69	0.0458	567	0.949	0.954	17435	0.985
MDN1	-4.76	5	-1.69	0.046	568	0.949	0.954	17434	0.985
PSMD7	-4.76	5	-1.69	0.046	569	0.949	0.954	17433	0.985
SRRM4	-4.75	5	-1.68	0.0461	570	0.949	0.954	17432	0.985
FAM71C	-4.75	5	-1.68	0.0462	571	0.949	0.954	17431	0.985
GZF1	-4.75	5	-1.68	0.0463	572	0.949	0.954	17430	0.985
QARS	-4.75	5	-1.68	0.0463	573	0.949	0.954	17429	0.985
TPP2	-4.75	5	-1.68	0.0463	574	0.949	0.954	17428	0.985
MRPL24	-4.75	5	-1.68	0.0465	575	0.949	0.953	17427	0.985
FDXR	-4.74	5	-1.68	0.0466	576	0.949	0.953	17426	0.985
LRRC31	-4.74	5	-1.68	0.0466	577	0.949	0.953	17425	0.985
DLAT	-4.74	5	-1.68	0.0468	578	0.949	0.953	17424	0.985
LILRB4	-4.73	5	-1.68	0.0469	579	0.949	0.953	17423	0.985
TMEM178B	-4.73	5	-1.67	0.047	580	0.949	0.953	17422	0.985
FAM90A1	-3.66	3	-1.67	0.0471	581	0.949	0.953	17421	0.985
PNMT	-4.72	5	-1.67	0.0473	582	0.949	0.953	17420	0.984
FADS1	-4.72	5	-1.67	0.0474	583	0.949	0.953	17419	0.984
C19orf12	-4.72	5	-1.67	0.0476	584	0.949	0.952	17418	0.984
ARL6	-4.72	5	-1.67	0.0476	585	0.949	0.952	17417	0.984
PRAME	-4.71	5	-1.67	0.0478	586	0.949	0.952	17416	0.984
RASGRP1	-4.71	5	-1.67	0.0479	587	0.949	0.952	17415	0.984
CHD4	-4.71	5	-1.66	0.048	588	0.949	0.952	17414	0.984
CPSF4	-4.71	5	-1.66	0.048	589	0.949	0.952	17413	0.984
RABL5	-6.31	9	-1.66	0.048	590	0.949	0.952	17412	0.984
NCKIPSD	-4.70	5	-1.66	0.0481	591	0.949	0.952	17411	0.984
TRMT6	-4.70	5	-1.66	0.0481	592	0.949	0.952	17410	0.984
GDI2	-4.69	5	-1.66	0.0486	593	0.949	0.951	17409	0.984
METTL6	-4.69	5	-1.66	0.0487	594	0.949	0.951	17408	0.984
AHCY	-4.19	4	-1.66	0.0488	595	0.949	0.951	17407	0.984
HECTD2	-4.68	5	-1.66	0.0489	596	0.949	0.951	17406	0.984
FEN1	-4.68	5	-1.65	0.0491	597	0.949	0.951	17405	0.984
C8orf46	-4.68	5	-1.65	0.0491	598	0.949	0.951	17404	0.984
SDK2	-4.68	5	-1.65	0.0491	599	0.949	0.951	17403	0.984
BNIP3	-4.68	5	-1.65	0.0492	600	0.949	0.951	17402	0.984
LSM1	-4.67	5	-1.65	0.0492	601	0.949	0.951	17401	0.984
TM4SF1	-4.67	5	-1.65	0.0495	602	0.949	0.951	17400	0.983
QPCTL	-4.67	5	-1.65	0.0495	603	0.949	0.95	17399	0.983
ASPHD2	-4.66	5	-1.65	0.0496	604	0.949	0.95	17398	0.983
AS3MT	-4.66	5	-1.65	0.0497	605	0.949	0.95	17397	0.983
PABPC5	-4.66	5	-1.65	0.0498	606	0.949	0.95	17396	0.983
UROD	-4.66	5	-1.65	0.0498	607	0.949	0.95	17395	0.983
ERCC4	-4.66	5	-1.65	0.0499	608	0.949	0.95	17394	0.983
HYLS1	-4.66	5	-1.65	0.0499	609	0.949	0.95	17393	0.983
SHH	-4.66	5	-1.65	0.0499	610	0.949	0.95	17392	0.983
CENPP	-6.58	10	-1.65	0.05	611	0.949	0.95	17391	0.983
WEE2	-4.66	5	-1.64	0.05	612	0.949	0.95	17390	0.983
DLG1	-4.16	4	-1.64	0.0501	613	0.949	0.95	17389	0.983
LRAT	-4.65	5	-1.64	0.0501	614	0.949	0.95	17388	0.983
SUPT4H1	-4.65	5	-1.64	0.0501	615	0.949	0.95	17387	0.983
ORMDL2	-4.16	4	-1.64	0.0502	616	0.949	0.95	17386	0.983
CCPG1	-4.16	4	-1.64	0.0502	617	0.949	0.95	17385	0.983
DNAJC17	-4.65	5	-1.64	0.0502	618	0.949	0.95	17384	0.983
WWOX	-5.88	8	-1.64	0.0503	619	0.949	0.95	17383	0.983
TMEM106C	-4.65	5	-1.64	0.0503	620	0.949	0.95	17382	0.983
RGN	-4.65	5	-1.64	0.0504	621	0.949	0.95	17381	0.983
POMP	-4.64	5	-1.64	0.0504	622	0.949	0.95	17380	0.983
HACE1	-4.64	5	-1.64	0.0505	623	0.949	0.95	17379	0.983
CYP17A1	-4.64	5	-1.64	0.0505	624	0.949	0.95	17378	0.983
ACYP1	-4.64	5	-1.64	0.0507	625	0.949	0.949	17377	0.983
RER1	-4.63	5	-1.64	0.0508	626	0.949	0.949	17376	0.983
GRIP1	-4.63	5	-1.64	0.0508	627	0.949	0.949	17375	0.983
GPATCH8	-4.63	5	-1.64	0.0508	628	0.949	0.949	17374	0.983
HEYL	-4.61	5	-1.63	0.0517	629	0.949	0.948	17373	0.983
CALM3	-4.61	5	-1.63	0.0518	630	0.949	0.948	17372	0.983
ZNF667	-4.61	5	-1.63	0.0519	631	0.949	0.948	17371	0.983
PDIA5	-4.61	5	-1.63	0.0519	632	0.949	0.948	17370	0.983
ERAP1	-4.61	5	-1.63	0.052	633	0.949	0.948	17369	0.983
CAPN14	-4.61	5	-1.63	0.052	634	0.949	0.948	17368	0.983
PLA2G10	-2.06	1	-1.63	0.0521	635	0.949	0.948	17367	0.983
TCEB2	-4.60	5	-1.62	0.0521	636	0.949	0.948	17366	0.983
SP4	-4.60	5	-1.62	0.0521	637	0.949	0.948	17365	0.983
TTN	-4.60	5	-1.62	0.0522	638	0.949	0.948	17364	0.983
ZWINT	-4.60	5	-1.62	0.0523	639	0.949	0.948	17363	0.983
PLEC	-4.11	4	-1.62	0.0524	640	0.949	0.948	17362	0.982
DCTN5	-5.81	8	-1.62	0.0524	641	0.949	0.948	17361	0.982
MYOCD	-4.59	5	-1.62	0.0526	642	0.949	0.947	17360	0.982
CTR9	-4.59	5	-1.62	0.0527	643	0.949	0.947	17359	0.982
TBC1D21	-4.59	5	-1.62	0.0528	644	0.949	0.947	17358	0.982
TDRKH	-4.58	5	-1.62	0.053	645	0.949	0.947	17357	0.982
CEP152	-4.58	5	-1.62	0.0531	646	0.949	0.947	17356	0.982
SNRNP25	-4.58	5	-1.62	0.0531	647	0.949	0.947	17355	0.982
TEX13B	-4.57	5	-1.61	0.0534	648	0.949	0.947	17354	0.982
ARL14	-4.08	4	-1.61	0.0537	649	0.949	0.946	17353	0.982
FAM19A2	-4.56	5	-1.61	0.0537	650	0.949	0.946	17352	0.982
MTNR1A	-4.56	5	-1.61	0.0538	651	0.949	0.946	17351	0.982
FAM86A	-4.08	4	-1.61	0.0539	652	0.949	0.946	17350	0.982
TRAK2	-4.56	5	-1.61	0.0539	653	0.949	0.946	17349	0.982
ITGB6	-4.56	5	-1.61	0.054	654	0.949	0.946	17348	0.982
PYCARD	-4.55	5	-1.61	0.0541	655	0.949	0.946	17347	0.982
C18orf63	-4.55	5	-1.61	0.0541	656	0.949	0.946	17346	0.982
ERRFI1	-4.55	5	-1.61	0.0542	657	0.949	0.946	17345	0.982
CXCL14	-4.55	5	-1.60	0.0543	658	0.949	0.946	17344	0.982
SPATA2L	-4.55	5	-1.60	0.0543	659	0.949	0.946	17343	0.982
C15orf41	-4.55	5	-1.60	0.0545	660	0.949	0.946	17342	0.981
TAL2	-4.54	5	-1.60	0.0546	661	0.949	0.945	17341	0.981
LZTS2	-4.54	5	-1.60	0.0549	662	0.949	0.945	17340	0.981
SMDT1	-4.53	5	-1.60	0.0551	663	0.949	0.945	17339	0.981
PRKCH	-4.05	4	-1.60	0.0551	664	0.949	0.945	17338	0.981
KCNK4	-4.53	5	-1.60	0.0553	665	0.949	0.945	17337	0.981
CARD16	-4.96	6	-1.59	0.0554	666	0.949	0.945	17336	0.981
NT5C3A	-4.05	4	-1.59	0.0554	667	0.949	0.945	17335	0.981
STK3	-4.52	5	-1.59	0.0555	668	0.949	0.945	17334	0.981
GIMAP8	-4.52	5	-1.59	0.0556	669	0.949	0.944	17333	0.981
NIPSNAP3A	-4.52	5	-1.59	0.0556	670	0.949	0.944	17332	0.981
ITGB3BP	-4.52	5	-1.59	0.0557	671	0.949	0.944	17331	0.981
UCHL1	-4.52	5	-1.59	0.0557	672	0.949	0.944	17330	0.981
SGMS2	-4.04	4	-1.59	0.0557	673	0.949	0.944	17329	0.981
DRAXIN	-4.51	5	-1.59	0.0558	674	0.949	0.944	17328	0.981
AIP	-4.51	5	-1.59	0.0559	675	0.949	0.944	17327	0.981
PCDHGB2	-4.51	5	-1.59	0.0559	676	0.949	0.944	17326	0.981
CSF1R	-4.51	5	-1.59	0.056	677	0.949	0.944	17325	0.981
PRR18	-4.51	5	-1.59	0.0562	678	0.949	0.944	17324	0.981
LSMEM2	-4.51	5	-1.59	0.0562	679	0.949	0.944	17323	0.981
FAM189A2	-4.50	5	-1.59	0.0563	680	0.949	0.944	17322	0.981
STAT1	-4.50	5	-1.59	0.0564	681	0.949	0.944	17321	0.981
OTUD6B	-4.02	4	-1.58	0.0566	682	0.949	0.943	17320	0.98
EBAG9	-4.50	5	-1.58	0.0567	683	0.949	0.943	17319	0.98
GH1	-4.02	4	-1.58	0.0568	684	0.949	0.943	17318	0.98
LOC100507003	-4.49	5	-1.58	0.0568	685	0.949	0.943	17317	0.98
FAM183A	-4.49	5	-1.58	0.0568	686	0.949	0.943	17316	0.98
RTN4RL1	-4.49	5	-1.58	0.0568	687	0.949	0.943	17315	0.98
PGR	-5.31	7	-1.58	0.0569	688	0.949	0.943	17314	0.98
TSC2	-4.02	4	-1.58	0.0569	689	0.949	0.943	17313	0.98
C20orf112	-4.02	4	-1.58	0.0569	690	0.949	0.943	17312	0.98
NXPE2	-4.49	5	-1.58	0.057	691	0.949	0.943	17311	0.98
STBD1	-4.48	5	-1.58	0.0572	692	0.949	0.943	17310	0.98
PI4K2B	-4.48	5	-1.58	0.0572	693	0.949	0.943	17309	0.98
RNF151	-4.48	5	-1.58	0.0572	694	0.949	0.943	17308	0.98
NOC2L	-4.48	5	-1.58	0.0573	695	0.949	0.943	17307	0.98
GEN1	-4.48	5	-1.58	0.0573	696	0.949	0.943	17306	0.98
NTAN1	-4.48	5	-1.58	0.0575	697	0.949	0.943	17305	0.98
MRPL22	-4.48	5	-1.58	0.0575	698	0.949	0.943	17304	0.98
PINK1	-4.48	5	-1.58	0.0575	699	0.949	0.942	17303	0.98
KLRD1	-4.90	6	-1.57	0.0576	700	0.949	0.942	17302	0.98
LHFPL2	-4.47	5	-1.57	0.0577	701	0.949	0.942	17301	0.98
PSME1	-4.47	5	-1.57	0.0577	702	0.949	0.942	17300	0.98
DHX36	-4.47	5	-1.57	0.0577	703	0.949	0.942	17299	0.98
